vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-10-23T16:49:45.000,2019-10-23T16:56:54.000,1,1.40,1,N,142,239,1,7.5,3.5,0.5,2.35,0,0.3,14.15,2.5
1,2019-10-23T16:23:21.000,2019-10-23T16:33:01.000,1,1.20,1,N,237,141,2,8,3.5,0.5,0,0,0.3,12.3,2.5
1,2019-10-23T16:37:22.000,2019-10-23T16:46:42.000,1,1.10,1,Y,140,237,1,7.5,3.5,0.5,0.59,0,0.3,12.39,2.5
1,2019-10-23T16:53:04.000,2019-10-23T17:05:16.000,1,0.90,1,N,237,141,1,9,3.5,0.5,2.65,0,0.3,15.95,2.5
1,2019-10-23T16:01:08.000,2019-10-23T16:26:57.000,1,2.80,1,N,263,163,2,17,3.5,0.5,0,0,0.3,21.3,2.5
1,2019-10-23T16:05:15.000,2019-10-23T16:11:58.000,2,0.90,1,N,141,236,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,2019-10-23T16:15:45.000,2019-10-23T16:27:32.000,2,1.10,1,N,236,141,2,8.5,3.5,0.5,0,0,0.3,12.8,2.5
1,2019-10-23T16:35:20.000,2019-10-23T16:43:39.000,2,1.60,1,N,141,239,1,8,3.5,0.5,1,0,0.3,13.3,2.5
1,2019-10-23T16:47:51.000,2019-10-23T17:09:09.000,1,3.70,1,N,239,249,2,16,3.5,0.5,0,0,0.3,20.3,2.5
1,2019-10-23T16:28:42.000,2019-10-23T16:45:13.000,1,2.60,1,N,79,140,1,12.5,3.5,0.5,3.35,0,0.3,20.15,2.5
1,2019-10-23T16:04:51.000,2019-10-23T16:12:22.000,1,1.00,1,N,262,236,2,6.5,3.5,0.5,0,0,0.3,10.8,2.5
1,2019-10-23T16:33:22.000,2019-10-23T17:18:34.000,1,8.30,1,N,140,138,1,32,3.5,0.5,8.45,6.12,0.3,50.87,2.5
1,2019-10-23T16:00:22.000,2019-10-23T16:09:05.000,1,1.50,1,N,237,170,2,7.5,3.5,0.5,0,0,0.3,11.8,2.5
1,2019-10-23T16:10:05.000,2019-10-23T16:31:53.000,1,2.20,1,N,137,141,1,14.5,3.5,0.5,2.82,0,0.3,21.62,2.5
2,2019-10-23T16:49:05.000,2019-10-23T16:57:15.000,1,1.64,1,N,239,151,1,8,1,0.5,2.46,0,0.3,14.76,2.5
1,2019-10-23T16:52:33.000,2019-10-23T16:56:47.000,1,1.20,1,N,264,264,1,5.5,1,0.5,1.31,0,0.3,8.61,0
1,2019-10-23T16:58:41.000,2019-10-23T17:01:43.000,1,0.90,1,N,264,264,1,5,1,0.5,1.35,0,0.3,8.15,0
2,2019-10-23T16:05:43.000,2019-10-23T16:13:50.000,1,0.83,1,N,48,163,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5
2,2019-10-23T16:14:58.000,2019-10-23T16:24:52.000,2,0.97,1,N,161,170,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:41:07.000,2019-10-23T16:53:37.000,2,1.39,1,N,234,113,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-10-23T16:11:45.000,2019-10-23T16:30:31.000,3,2.69,1,N,141,151,1,14,1,0.5,3,0,0.3,21.3,2.5
2,2019-10-23T16:35:31.000,2019-10-23T16:39:47.000,2,0.70,1,N,238,239,1,5,1,0.5,2.32,0,0.3,11.62,2.5
2,2019-10-23T16:46:46.000,2019-10-23T16:52:58.000,2,0.76,1,N,239,43,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:01:02.000,2019-10-23T16:23:57.000,3,2.50,1,N,100,141,2,15,1,0.5,0,0,0.3,19.3,2.5
2,2019-10-23T16:25:15.000,2019-10-23T16:49:06.000,2,3.85,1,N,140,246,1,17,1,0.5,5.32,0,0.3,26.62,2.5
2,2019-10-23T16:52:00.000,2019-10-23T17:12:38.000,2,3.29,1,N,246,237,1,15.5,1,0.5,3.96,0,0.3,23.76,2.5
2,2019-10-23T16:01:02.000,2019-10-23T16:05:09.000,1,0.79,1,N,79,107,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:24:20.000,2019-10-23T16:44:54.000,1,1.75,1,N,170,48,1,13.5,1,0.5,2.67,0,0.3,20.47,2.5
2,2019-10-23T16:51:12.000,2019-10-23T16:57:57.000,1,0.74,1,N,230,100,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:19:25.000,2019-10-23T17:24:02.000,3,9.70,1,N,138,161,1,44,1,0.5,10.88,6.12,0.3,65.3,2.5
2,2019-10-23T16:26:17.000,2019-10-23T16:30:34.000,2,0.70,1,N,24,24,1,5,1,0.5,0.68,0,0.3,7.48,0
2,2019-10-23T16:32:37.000,2019-10-23T16:42:44.000,2,1.77,1,N,166,239,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:45:22.000,2019-10-23T16:53:44.000,2,1.14,1,N,239,142,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
1,2019-10-23T16:18:58.000,2019-10-23T16:51:24.000,1,7.60,1,N,74,249,2,26.5,3.5,0.5,0,0,0.3,30.8,2.5
2,2019-10-23T16:53:23.000,2019-10-23T17:00:27.000,2,0.66,1,N,238,151,1,6,1,0.5,1.56,0,0.3,9.36,0
2,2019-10-23T16:03:52.000,2019-10-23T16:18:09.000,1,2.23,1,N,179,226,2,11.5,1,0.5,0,0,0.3,13.3,0
2,2019-10-23T16:38:41.000,2019-10-23T16:48:58.000,1,1.37,1,N,162,107,1,8,1,0.5,2.46,0,0.3,14.76,2.5
1,2019-10-23T16:49:24.000,2019-10-23T17:05:43.000,3,1.90,1,N,230,234,1,11.5,3.5,0.5,3.15,0,0.3,18.95,2.5
1,2019-10-23T16:05:48.000,2019-10-23T16:09:03.000,1,0.60,1,N,162,170,1,4.5,3.5,0.5,1.75,0,0.3,10.55,2.5
1,2019-10-23T16:14:57.000,2019-10-23T16:23:29.000,1,1.50,1,Y,170,211,1,7.5,3.5,0.5,1,0,0.3,12.8,2.5
1,2019-10-23T16:24:27.000,2019-10-23T16:47:48.000,1,2.90,1,N,211,161,1,16,3.5,0.5,5.05,0,0.3,25.35,2.5
1,2019-10-23T16:50:15.000,2019-10-23T17:11:44.000,1,1.20,1,N,161,237,1,13.5,3.5,0.5,3.55,0,0.3,21.35,2.5
2,2019-10-23T16:40:05.000,2019-10-23T16:45:15.000,1,0.67,1,N,229,162,1,5.5,1,0.5,3,0,0.3,12.8,2.5
2,2019-10-23T16:47:44.000,2019-10-23T17:18:45.000,1,3.25,1,N,170,239,1,20.5,1,0.5,6.2,0,0.3,31,2.5
2,2019-10-23T16:25:49.000,2019-10-23T17:24:12.000,1,10.96,1,N,138,181,1,42,1,0.5,8.76,0,0.3,52.56,0
2,2019-10-23T16:02:43.000,2019-10-23T16:06:33.000,2,0.72,1,N,164,234,1,5,1,0.5,2.32,0,0.3,11.62,2.5
2,2019-10-23T16:21:19.000,2019-10-23T16:29:06.000,2,0.90,1,N,113,148,1,6.5,1,0.5,2.7,0,0.3,13.5,2.5
2,2019-10-23T16:05:44.000,2019-10-23T16:15:54.000,1,1.45,1,N,236,75,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
2,2019-10-23T16:23:32.000,2019-10-23T16:34:18.000,1,2.24,1,N,263,233,2,10,1,0.5,0,0,0.3,14.3,2.5
2,2019-10-23T16:36:25.000,2019-10-23T16:49:23.000,1,3.06,1,N,229,145,2,12.5,1,0.5,0,0,0.3,16.8,2.5
1,2019-10-23T16:19:55.000,2019-10-23T16:22:46.000,1,0.50,1,N,239,239,1,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2019-10-23T16:31:32.000,2019-10-23T17:28:54.000,1,17.50,3,N,142,1,2,71.5,1,0,0,18,0.3,90.8,0
2,2019-10-23T16:18:34.000,2019-10-23T16:53:34.000,2,2.01,1,N,237,186,1,20.5,1,0.5,4.96,0,0.3,29.76,2.5
2,2019-10-23T16:55:23.000,2019-10-23T17:15:33.000,1,1.34,1,N,186,230,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:04:32.000,2019-10-23T16:19:38.000,1,1.94,1,N,236,141,1,11,1,0.5,2.5,0,0.3,17.8,2.5
2,2019-10-23T16:23:15.000,2019-10-23T16:33:05.000,1,1.56,1,N,237,262,1,8.5,1,0.5,1.92,0,0.3,14.72,2.5
2,2019-10-23T16:35:14.000,2019-10-23T16:39:06.000,1,0.54,1,N,262,236,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5
2,2019-10-23T16:48:28.000,2019-10-23T16:57:18.000,1,1.32,1,N,236,237,1,7.5,1,0.5,1.77,0,0.3,13.57,2.5
2,2019-10-23T16:02:42.000,2019-10-23T16:07:42.000,1,0.70,1,N,170,164,1,5,1,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-23T16:09:06.000,2019-10-23T16:21:26.000,1,0.96,1,N,164,162,2,9,1,0.5,0,0,0.3,13.3,2.5
2,2019-10-23T16:31:03.000,2019-10-23T17:01:37.000,1,3.13,1,N,234,13,1,19,1,0.5,2,0,0.3,25.3,2.5
2,2019-10-23T16:04:27.000,2019-10-23T16:23:56.000,1,4.05,1,N,79,237,1,15.5,1,0.5,3.96,0,0.3,23.76,2.5
2,2019-10-23T16:40:01.000,2019-10-23T16:50:04.000,1,0.85,1,N,237,161,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:41:32.000,2019-10-23T18:03:31.000,6,10.46,1,N,138,161,1,53,1,0.5,15.86,6.12,0.3,79.28,2.5
2,2019-10-23T16:06:33.000,2019-10-24T15:16:26.000,1,0.77,1,N,164,161,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:20:14.000,2019-10-23T17:14:47.000,1,8.85,1,N,162,138,1,36.5,1,0.5,9.38,6.12,0.3,56.3,2.5
1,2019-10-23T16:44:00.000,2019-10-23T17:00:59.000,2,1.10,1,N,100,164,1,11,3.5,0.5,3.05,0,0.3,18.35,2.5
2,2019-10-23T16:27:22.000,2019-10-23T16:43:20.000,3,1.52,1,N,113,186,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:53:29.000,2019-10-23T17:53:27.000,2,8.34,1,N,138,161,1,41.5,1,0.5,12.98,6.12,0.3,64.9,2.5
2,2019-10-23T16:22:41.000,2019-10-23T16:30:19.000,2,0.66,1,N,229,237,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5
2,2019-10-23T16:33:09.000,2019-10-23T16:44:00.000,1,1.50,1,N,237,263,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-10-23T16:49:04.000,2019-10-23T16:55:45.000,2,1.01,1,N,236,239,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5
2,2019-10-23T16:19:26.000,2019-10-23T16:38:59.000,1,6.20,1,N,132,265,1,21,1,0.5,4.56,0,0.3,27.36,0
2,2019-10-23T15:59:37.000,2019-10-23T16:24:43.000,1,3.42,1,N,161,75,1,17.5,1,0.5,4.36,0,0.3,26.16,2.5
2,2019-10-23T16:35:22.000,2019-10-23T16:42:58.000,1,0.90,1,N,236,237,1,6.5,1,0.5,1,0,0.3,11.8,2.5
2,2019-10-23T16:45:30.000,2019-10-23T16:52:37.000,1,0.89,1,N,141,237,2,6.5,1,0.5,0,0,0.3,10.8,2.5
2,2019-10-23T16:55:06.000,2019-10-23T17:08:51.000,1,2.03,1,N,237,48,1,10.5,1,0.5,2.96,0,0.3,17.76,2.5
2,2019-10-23T16:00:53.000,2019-10-23T16:27:46.000,1,2.77,1,N,236,142,1,17.5,0,0.5,1,0,0.3,21.8,2.5
2,2019-10-23T16:37:43.000,2019-10-23T16:52:33.000,1,2.48,1,N,48,234,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
2,2019-10-23T16:05:45.000,2019-10-23T16:17:32.000,1,0.94,1,N,161,50,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:26:55.000,2019-10-23T17:02:13.000,1,3.40,1,N,246,231,1,21.5,1,0.5,5.16,0,0.3,30.96,2.5
1,2019-10-23T16:09:48.000,2019-10-23T16:53:15.000,1,5.00,1,N,13,161,1,27.5,3.5,0.5,6.35,0,0.3,38.15,2.5
1,2019-10-23T16:55:30.000,2019-10-23T17:13:06.000,1,0.80,1,N,161,237,1,11.5,3.5,0.5,3.15,0,0.3,18.95,2.5
2,2019-10-23T16:20:19.000,2019-10-23T17:26:37.000,1,23.23,1,N,132,241,2,68,1,0.5,0,6.12,0.3,75.92,0
1,2019-10-23T16:13:20.000,2019-10-23T16:24:41.000,1,1.30,1,N,238,239,2,8.5,3.5,0.5,0,0,0.3,12.8,2.5
1,2019-10-23T16:28:21.000,2019-10-23T16:29:24.000,1,0.30,1,N,239,239,1,3,3.5,0.5,1.45,0,0.3,8.75,2.5
1,2019-10-23T16:33:45.000,2019-10-23T16:36:28.000,1,0.50,1,N,239,239,2,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2019-10-23T16:41:42.000,2019-10-23T17:08:49.000,3,4.10,1,N,238,229,1,19.5,3.5,0.5,4.75,0,0.3,28.55,2.5
2,2019-10-23T16:48:01.000,2019-10-23T17:22:29.000,3,7.89,1,N,138,151,1,30,1,0.5,7.58,6.12,0.3,45.5,0
1,2019-10-23T16:02:05.000,2019-10-23T16:12:42.000,1,1.40,1,N,141,236,1,8.5,3.5,0.5,2.55,0,0.3,15.35,2.5
1,2019-10-23T16:37:30.000,2019-10-23T16:51:49.000,1,1.60,1,N,75,237,1,10.5,3.5,0.5,3,0,0.3,17.8,2.5
2,2019-10-23T16:17:14.000,2019-10-23T16:31:42.000,1,2.54,1,N,151,43,1,12,1,0.5,1,0,0.3,17.3,2.5
2,2019-10-23T16:34:15.000,2019-10-23T16:41:49.000,1,1.28,1,N,142,239,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:57:11.000,2019-10-23T17:03:30.000,1,1.36,1,N,24,239,2,7,1,0.5,0,0,0.3,11.3,2.5
2,2019-10-23T16:29:25.000,2019-10-23T16:38:24.000,2,0.95,1,N,230,100,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:09:48.000,2019-10-23T16:18:51.000,2,1.15,1,N,140,236,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:30:28.000,2019-10-23T16:54:31.000,1,2.82,1,N,114,246,2,16,1,0.5,0,0,0.3,20.3,2.5
2,2019-10-23T15:59:08.000,2019-10-23T16:03:27.000,2,0.38,1,N,164,164,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5
2,2019-10-23T16:09:24.000,2019-10-23T16:39:14.000,1,1.16,1,N,233,100,1,17.5,1,0.5,4.36,0,0.3,26.16,2.5
2,2019-10-23T16:42:20.000,2019-10-23T16:51:02.000,2,0.50,1,N,100,164,2,6.5,1,0.5,0,0,0.3,10.8,2.5
2,2019-10-23T16:56:42.000,2019-10-23T17:03:26.000,2,1.00,1,N,164,162,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:22:23.000,2019-10-23T16:42:41.000,1,2.19,1,N,230,234,1,13.5,1,0.5,1,0,0.3,18.8,2.5
2,2019-10-23T16:46:44.000,2019-10-23T16:50:55.000,1,0.67,1,N,113,90,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:56:31.000,2019-10-23T17:10:46.000,1,0.92,1,N,186,170,1,9.5,1,0.5,4.14,0,0.3,17.94,2.5
2,2019-10-23T16:05:05.000,2019-10-23T16:21:38.000,3,1.41,1,N,144,13,2,11,1,0.5,0,0,0.3,15.3,2.5
2,2019-10-23T16:25:59.000,2019-10-23T16:32:44.000,2,1.32,1,N,13,87,1,7,1,0.5,2.82,0,0.3,14.12,2.5
2,2019-10-23T16:35:16.000,2019-10-23T16:52:38.000,3,2.23,1,N,87,66,2,11.5,1,0.5,0,0,0.3,15.8,2.5
2,2019-10-23T16:59:33.000,2019-10-23T17:34:52.000,3,3.62,1,N,45,161,1,22,1,0.5,3,0,0.3,29.3,2.5
1,2019-10-23T16:15:55.000,2019-10-23T16:25:30.000,2,1.30,1,N,43,142,1,8.5,3.5,0.5,2.55,0,0.3,15.35,2.5
1,2019-10-23T16:27:19.000,2019-10-23T17:02:19.000,2,6.00,1,N,142,69,2,25,3.5,0.5,0,0,0.3,29.3,2.5
2,2019-10-23T16:00:52.000,2019-10-23T16:12:56.000,1,0.61,1,N,162,164,1,8.5,1,0.5,0.8,0,0.3,13.6,2.5
2,2019-10-23T16:22:24.000,2019-10-23T16:36:38.000,1,1.12,1,N,100,229,1,10,1,0.5,3.58,0,0.3,17.88,2.5
2,2019-10-23T16:39:50.000,2019-10-23T16:41:40.000,1,0.36,1,N,162,162,3,-3.5,-1,-0.5,0,0,-0.3,-7.8,-2.5
2,2019-10-23T16:39:50.000,2019-10-23T16:41:40.000,1,0.36,1,N,162,162,2,3.5,1,0.5,0,0,0.3,7.8,2.5
2,2019-10-23T16:43:18.000,2019-10-23T16:47:59.000,1,0.47,1,N,162,233,3,-5,-1,-0.5,0,0,-0.3,-9.3,-2.5
2,2019-10-23T16:43:18.000,2019-10-23T16:47:59.000,1,0.47,1,N,162,233,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:56:39.000,2019-10-23T17:07:13.000,1,1.79,1,N,170,224,1,9,1,0.5,3.99,0,0.3,17.29,2.5
2,2019-10-23T16:55:26.000,2019-10-23T17:13:41.000,2,3.48,1,N,13,68,1,15,1,0.5,3.86,0,0.3,23.16,2.5
1,2019-10-23T16:24:10.000,2019-10-23T16:30:13.000,1,0.90,1,N,186,90,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
2,2019-10-23T16:05:56.000,2019-10-23T16:14:18.000,1,1.34,1,N,166,43,2,7.5,1,0.5,0,0,0.3,9.3,0
2,2019-10-23T16:42:41.000,2019-10-23T16:51:46.000,1,1.19,1,N,41,74,2,7.5,1,0.5,0,0,0.3,9.3,0
2,2019-10-23T16:31:45.000,2019-10-23T16:35:15.000,1,0.56,1,N,90,234,1,4.5,1,0.5,2.2,0,0.3,11,2.5
2,2019-10-23T16:24:44.000,2019-10-23T16:29:09.000,1,0.68,1,N,143,151,1,5,1,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-23T16:49:15.000,2019-10-23T16:53:43.000,2,1.04,1,N,238,142,2,5.5,1,0.5,0,0,0.3,9.8,2.5
2,2019-10-23T16:55:50.000,2019-10-23T17:05:31.000,2,1.83,1,N,142,151,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-10-23T16:10:10.000,2019-10-23T16:45:14.000,2,4.61,1,N,170,226,1,23.5,1,0.5,2,0,0.3,29.8,2.5
2,2019-10-23T16:21:11.000,2019-10-23T16:23:53.000,1,0.67,1,N,79,79,1,4,1,0.5,1.5,0,0.3,9.8,2.5
2,2019-10-23T16:57:23.000,2019-10-23T17:18:20.000,1,1.31,1,N,164,230,1,13,1,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:17:02.000,2019-10-23T16:23:31.000,1,2.95,1,N,132,132,1,10,1,0.5,1,0,0.3,12.8,0
1,2019-10-23T16:45:14.000,2019-10-23T16:54:00.000,1,0.80,1,N,100,233,1,7,3.5,0.5,2.8,0,0.3,14.1,2.5
2,2019-10-23T16:20:36.000,2019-10-23T16:22:52.000,5,0.21,1,N,144,144,2,3.5,1,0.5,0,0,0.3,7.8,2.5
2,2019-10-23T16:53:06.000,2019-10-23T17:07:54.000,5,2.01,1,N,234,246,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:01:57.000,2019-10-23T16:35:15.000,1,2.71,1,N,161,75,1,20.5,1,0.5,4.96,0,0.3,29.76,2.5
2,2019-10-23T16:39:58.000,2019-10-23T16:46:46.000,1,1.17,1,N,75,236,1,6.5,1,0.5,3.24,0,0.3,14.04,2.5
2,2019-10-23T16:51:21.000,2019-10-23T16:56:04.000,1,0.73,1,N,237,237,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:47:05.000,2019-10-23T16:48:27.000,2,0.06,5,N,132,264,1,69.2,0,0.5,20,0,0.3,90,0
2,2019-10-23T16:39:00.000,2019-10-23T16:45:17.000,1,0.64,1,N,263,140,1,5.5,1,0.5,0.85,0,0.3,10.65,2.5
2,2019-10-23T16:50:04.000,2019-10-23T16:54:03.000,1,0.45,1,N,140,140,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5
1,2019-10-23T16:00:19.000,2019-10-23T16:22:48.000,1,1.90,1,N,114,186,2,14.5,3.5,0.5,0,0,0.3,18.8,2.5
1,2019-10-23T16:26:40.000,2019-10-23T16:41:32.000,1,0.70,1,N,186,48,2,10,3.5,0.5,0,0,0.3,14.3,2.5
1,2019-10-23T16:45:56.000,2019-10-23T16:58:07.000,1,0.80,1,N,48,186,2,8.5,3.5,0.5,0,0,0.3,12.8,2.5
1,2019-10-23T16:59:39.000,2019-10-23T17:20:13.000,1,0.70,1,N,186,48,2,12.5,3.5,0.5,0,0,0.3,16.8,2.5
2,2019-10-23T16:09:16.000,2019-10-23T17:15:01.000,1,16.64,2,N,164,132,2,52,4.5,0.5,0,6.12,0.3,65.92,2.5
2,2019-10-23T16:05:22.000,2019-10-23T16:20:51.000,6,1.96,1,N,229,142,1,11,1,0.5,3.06,0,0.3,18.36,2.5
2,2019-10-23T16:35:27.000,2019-10-23T16:43:48.000,6,1.44,1,N,239,143,1,7.5,1,0.5,3.54,0,0.3,15.34,2.5
2,2019-10-23T16:47:00.000,2019-10-23T17:09:24.000,6,3.82,1,N,143,113,1,17,1,0.5,1.06,0,0.3,22.36,2.5
1,2019-10-23T16:37:43.000,2019-10-23T16:58:42.000,1,1.70,1,N,113,186,1,14,3.5,0.5,2,0,0.3,20.3,2.5
2,2019-10-23T16:38:11.000,2019-10-23T16:46:21.000,2,1.15,1,N,137,186,2,7,1,0.5,0,0,0.3,11.3,2.5
2,2019-10-23T16:50:47.000,2019-10-23T17:09:02.000,2,1.59,1,N,90,162,1,12,1,0.5,3.26,0,0.3,19.56,2.5
2,2019-10-23T16:20:31.000,2019-10-23T17:19:58.000,6,20.69,1,N,132,20,1,62,1,0.5,10,6.12,0.3,79.92,0
2,2019-10-23T16:14:32.000,2019-10-23T16:33:30.000,4,2.77,1,N,43,166,1,14,1,0.5,3.66,0,0.3,21.96,2.5
1,2019-10-23T16:41:55.000,2019-10-23T17:15:22.000,1,2.10,1,N,114,13,1,20,3.5,0.5,2,0,0.3,26.3,2.5
2,2019-10-23T16:28:36.000,2019-10-23T16:47:22.000,1,1.92,1,N,161,239,1,13,1,0.5,3,0,0.3,20.3,2.5
2,2019-10-23T16:48:59.000,2019-10-23T17:08:20.000,1,2.04,1,N,239,162,1,13,1,0.5,3.46,0,0.3,20.76,2.5
1,2019-10-23T16:02:49.000,2019-10-23T16:10:49.000,0,0.70,1,N,125,231,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
1,2019-10-23T16:19:37.000,2019-10-23T16:29:04.000,2,0.80,1,N,249,211,1,7.5,3.5,0.5,2.95,0,0.3,14.75,2.5
1,2019-10-23T16:32:32.000,2019-10-23T16:58:36.000,1,2.50,1,N,211,100,1,16.5,3.5,0.5,4,0,0.3,24.8,2.5
2,2019-10-23T16:18:55.000,2019-10-23T17:13:42.000,1,3.90,1,N,100,13,1,31,1,0.5,0,0,0.3,35.3,2.5
2,2019-10-23T16:17:51.000,2019-10-23T17:12:30.000,1,8.03,1,N,138,164,1,39,1,0.5,9.88,6.12,0.3,59.3,2.5
2,2019-10-23T16:15:06.000,2019-10-23T16:21:29.000,1,0.89,1,N,90,158,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:25:22.000,2019-10-23T16:42:31.000,1,2.40,1,N,158,48,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
2,2019-10-23T16:46:00.000,2019-10-23T16:48:54.000,1,0.74,1,N,230,48,1,4.5,1,0.5,1.32,0,0.3,10.12,2.5
2,2019-10-23T16:51:04.000,2019-10-23T17:02:51.000,1,1.73,1,N,50,238,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:31:37.000,2019-10-23T16:42:20.000,1,1.68,1,N,255,232,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:07:37.000,2019-10-23T16:12:19.000,1,0.93,1,N,13,231,1,5.5,1,0.5,1.47,0,0.3,11.27,2.5
2,2019-10-23T16:14:56.000,2019-10-23T17:13:32.000,1,12.32,3,N,231,1,1,66,1,0,5,12.5,0.3,84.8,0
1,2019-10-23T16:01:51.000,2019-10-23T16:03:49.000,1,0.30,1,N,142,48,3,3.5,3.5,0.5,0,0,0.3,7.8,2.5
1,2019-10-23T16:12:42.000,2019-10-23T16:35:25.000,1,2.00,1,N,163,170,2,14.5,3.5,0.5,0,0,0.3,18.8,2.5
1,2019-10-23T16:41:56.000,2019-10-23T17:03:24.000,1,1.40,1,N,170,186,1,13.5,3.5,0.5,5,0,0.3,22.8,2.5
2,2019-10-23T16:40:38.000,2019-10-23T17:29:48.000,1,8.94,1,N,138,144,1,37.5,1,0.5,8.36,0,0.3,50.16,2.5
1,2019-10-23T16:02:19.000,2019-10-23T16:30:39.000,1,1.60,1,N,162,186,1,17,3.5,0.5,4.25,0,0.3,25.55,2.5
1,2019-10-23T16:35:37.000,2019-10-23T16:57:21.000,1,1.30,1,N,186,107,1,13.5,3.5,0.5,3.55,0,0.3,21.35,2.5
2,2019-10-23T16:41:22.000,2019-10-23T16:52:09.000,1,1.15,1,N,236,162,1,8,1,0.5,1.84,0,0.3,14.14,2.5
2,2019-10-23T16:52:47.000,2019-10-23T16:56:09.000,1,0.66,1,N,162,162,1,4.5,1,0.5,2.64,0,0.3,11.44,2.5
2,2019-10-23T16:56:59.000,2019-10-23T17:08:24.000,1,2.39,1,N,162,224,1,10.5,1,0.5,2.96,0,0.3,17.76,2.5
2,2019-10-23T16:00:10.000,2019-10-23T16:07:06.000,1,1.07,1,N,90,107,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5
2,2019-10-23T16:46:08.000,2019-10-23T17:20:13.000,6,7.38,1,N,138,170,1,28,1,0.5,3.84,6.12,0.3,42.26,2.5
2,2019-10-23T16:37:31.000,2019-10-23T16:53:23.000,1,2.95,1,N,143,166,1,13,1,0.5,2,0,0.3,19.3,2.5
2,2019-10-23T16:54:46.000,2019-10-23T17:07:57.000,1,2.58,1,N,166,244,2,11,1,0.5,0,0,0.3,12.8,0
2,2019-10-23T16:32:53.000,2019-10-23T17:09:17.000,2,7.89,1,N,138,162,1,30.5,1,0.5,10.23,6.12,0.3,51.15,2.5
1,2019-10-23T16:02:26.000,2019-10-23T16:18:48.000,4,2.70,1,N,140,193,2,13.5,3.5,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:06:08.000,2019-10-23T16:14:53.000,1,0.91,1,N,236,262,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:17:45.000,2019-10-23T16:26:22.000,1,1.02,1,N,262,236,1,7,1,0.5,1,0,0.3,12.3,2.5
2,2019-10-23T16:27:58.000,2019-10-23T16:49:19.000,1,1.58,1,N,236,237,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
2,2019-10-23T16:51:55.000,2019-10-23T16:53:28.000,2,0.55,1,N,237,236,1,3.5,1,0.5,1.56,0,0.3,9.36,2.5
